individual_id,Modularity
1,0.450481285444234
2,0.4539595463138
3,0.4539595463138
4,0.4539595463138
5,0.4539595463138
6,0.4539595463138
7,0.4539595463138
8,0.4539595463138
9,0.4539595463138
10,0.4539595463138
11,0.453089981096408
12,0.453089981096408
13,0.453089981096408
14,0.456568241965974
15,0.456568241965974
16,0.456568241965974
17,0.459176937618147
18,0.459176937618147
19,0.459176937618147
20,0.462655198487713
21,0.462655198487713
22,0.466133459357278
23,0.466133459357278
24,0.466133459357278
25,0.466133459357278
26,0.466133459357278
27,0.466133459357278
28,0.466133459357278
29,0.46787258979206
30,0.474829111531191
31,0.472220415879017
32,0.472220415879017
33,0.472220415879017
34,0.472220415879017
35,0.472220415879017
36,0.472220415879017
37,0.472220415879017
38,0.472220415879017
39,0.472220415879017
40,0.472220415879017
41,0.472220415879017
42,0.472220415879017
43,0.472220415879017
44,0.472220415879017
45,0.472220415879017
46,0.472220415879017
47,0.473089981096408
48,0.473089981096408
49,0.473089981096408
50,0.473089981096408
51,0.473089981096408
52,0.473089981096408
53,0.473089981096408
54,0.473089981096408
55,0.473089981096408
56,0.473089981096408
57,0.4739595463138
58,0.4739595463138
59,0.4739595463138
60,0.4739595463138
61,0.4739595463138
62,0.4739595463138
63,0.472220415879017
64,0.472220415879017
65,0.472220415879017
66,0.472220415879017
67,0.472220415879017
68,0.471350850661626
69,0.471350850661626
70,0.471350850661626
71,0.471350850661626
72,0.471350850661626
73,0.472220415879017
74,0.472220415879017
75,0.472220415879017
76,0.472220415879017
77,0.472220415879017
78,0.469611720226843
79,0.469611720226843
80,0.469611720226843
81,0.469611720226843
82,0.469611720226843
83,0.469611720226843
84,0.469611720226843
85,0.469611720226843
86,0.469611720226843
87,0.469611720226843
88,0.469611720226843
89,0.469611720226843
90,0.469611720226843
91,0.46787258979206
92,0.46787258979206
93,0.46787258979206
94,0.46787258979206
95,0.46787258979206
96,0.46787258979206
97,0.46787258979206
98,0.46787258979206
99,0.46787258979206
100,0.46787258979206
