individual_id,Modularity
1,0.460780230459531
2,0.460780230459531
3,0.460780230459531
4,0.460780230459531
5,0.460780230459531
6,0.460780230459531
7,0.460780230459531
8,0.460780230459531
9,0.463331250867694
10,0.463331250867694
11,0.463331250867694
12,0.463331250867694
13,0.463331250867694
14,0.463331250867694
15,0.463331250867694
16,0.463331250867694
17,0.469283631820075
18,0.469283631820075
19,0.470133971956129
20,0.470133971956129
21,0.470984312092184
22,0.470984312092184
23,0.470984312092184
24,0.473535332500347
25,0.474385672636402
26,0.475236012772456
27,0.475236012772456
28,0.475236012772456
29,0.475236012772456
30,0.47608635290851
31,0.482038733860891
32,0.482038733860891
33,0.482038733860891
34,0.482038733860891
35,0.482038733860891
36,0.482038733860891
37,0.482038733860891
38,0.482038733860891
39,0.482038733860891
40,0.484589754269055
41,0.484589754269055
42,0.484589754269055
43,0.484589754269055
44,0.484589754269055
45,0.484589754269055
46,0.484589754269055
47,0.482889073996946
48,0.484589754269055
49,0.484589754269055
50,0.484589754269055
51,0.484589754269055
52,0.484589754269055
53,0.484589754269055
54,0.484589754269055
55,0.484589754269055
56,0.484589754269055
57,0.484589754269055
58,0.484589754269055
59,0.484589754269055
60,0.484589754269055
61,0.487140774677218
62,0.487140774677218
63,0.487991114813272
64,0.487991114813272
65,0.487991114813272
66,0.487991114813272
67,0.487991114813272
68,0.487991114813272
69,0.487991114813272
70,0.486290434541163
71,0.486290434541163
72,0.486290434541163
73,0.486290434541163
74,0.486290434541163
75,0.486290434541163
76,0.486290434541163
77,0.486290434541163
78,0.486290434541163
79,0.486290434541163
80,0.486290434541163
81,0.486290434541163
82,0.486290434541163
83,0.486290434541163
84,0.486290434541163
85,0.486290434541163
86,0.486290434541163
87,0.486290434541163
88,0.486290434541163
89,0.486290434541163
90,0.487991114813272
91,0.487991114813272
92,0.487991114813272
93,0.487991114813272
94,0.487991114813272
95,0.487991114813272
96,0.487991114813272
97,0.487991114813272
98,0.487991114813272
99,0.487991114813272
100,0.487991114813272
