individual_id,Modularity
1,0.459929890323476
2,0.459929890323476
3,0.460780230459531
4,0.460780230459531
5,0.460780230459531
6,0.460780230459531
7,0.460780230459531
8,0.460780230459531
9,0.460780230459531
10,0.460780230459531
11,0.461630570595585
12,0.461630570595585
13,0.463331250867694
14,0.463331250867694
15,0.463331250867694
16,0.463331250867694
17,0.463331250867694
18,0.464181591003748
19,0.464181591003748
20,0.464181591003748
21,0.470984312092184
22,0.470984312092184
23,0.470984312092184
24,0.470984312092184
25,0.470984312092184
26,0.470984312092184
27,0.470984312092184
28,0.470984312092184
29,0.470984312092184
30,0.47608635290851
31,0.476936693044565
32,0.477787033180619
33,0.477787033180619
34,0.482038733860891
35,0.482038733860891
36,0.482038733860891
37,0.482038733860891
38,0.482038733860891
39,0.481188393724837
40,0.481188393724837
41,0.481188393724837
42,0.481188393724837
43,0.482889073996946
44,0.482889073996946
45,0.482889073996946
46,0.482889073996946
47,0.482889073996946
48,0.482889073996946
49,0.482889073996946
50,0.482889073996946
51,0.482889073996946
52,0.482889073996946
53,0.484589754269055
54,0.484589754269055
55,0.484589754269055
56,0.484589754269055
57,0.484589754269055
58,0.484589754269055
59,0.483739414133
60,0.483739414133
61,0.483739414133
62,0.483739414133
63,0.484589754269055
64,0.487991114813272
65,0.487991114813272
66,0.487991114813272
67,0.487991114813272
68,0.487991114813272
69,0.485440094405109
70,0.485440094405109
71,0.485440094405109
72,0.485440094405109
73,0.485440094405109
74,0.485440094405109
75,0.485440094405109
76,0.486290434541163
77,0.486290434541163
78,0.486290434541163
79,0.486290434541163
80,0.486290434541163
81,0.486290434541163
82,0.486290434541163
83,0.485440094405109
84,0.485440094405109
85,0.485440094405109
86,0.485440094405109
87,0.486290434541163
88,0.486290434541163
89,0.486290434541163
90,0.486290434541163
91,0.486290434541163
92,0.486290434541163
93,0.486290434541163
94,0.486290434541163
95,0.486290434541163
96,0.486290434541163
97,0.486290434541163
98,0.486290434541163
99,0.486290434541163
100,0.486290434541163
