individual_id,Modularity
1,0.365408389531727
2,0.365408389531727
3,0.365408389531727
4,0.398656471373159
5,0.40718162056327
6,0.41485425483437
7,0.420821859267448
8,0.420821859267448
9,0.420821859267448
10,0.420821859267448
11,0.420821859267448
12,0.420821859267448
13,0.421674374186459
14,0.421674374186459
15,0.424231918943492
16,0.424231918943492
17,0.425936948781514
18,0.425936948781514
19,0.425936948781514
20,0.428494493538547
21,0.428494493538547
22,0.428494493538547
23,0.429347008457558
24,0.433609583052614
25,0.434462097971625
26,0.434462097971625
27,0.434462097971625
28,0.434462097971625
29,0.434462097971625
30,0.434462097971625
31,0.434462097971625
32,0.434462097971625
33,0.433609583052614
34,0.433609583052614
35,0.433609583052614
36,0.431904553214592
37,0.431904553214592
38,0.431904553214592
39,0.431904553214592
40,0.431904553214592
41,0.431904553214592
42,0.431904553214592
43,0.433609583052614
44,0.433609583052614
45,0.433609583052614
46,0.433609583052614
47,0.433609583052614
48,0.433609583052614
49,0.434462097971625
50,0.434462097971625
51,0.434462097971625
52,0.434462097971625
53,0.43872467256668
54,0.43872467256668
55,0.43872467256668
56,0.43872467256668
57,0.43872467256668
58,0.442987247161736
59,0.442987247161736
60,0.442987247161736
61,0.442987247161736
62,0.442987247161736
63,0.447249821756791
64,0.447249821756791
65,0.447249821756791
66,0.447249821756791
67,0.447249821756791
68,0.448954851594813
69,0.448954851594813
70,0.448954851594813
71,0.448954851594813
72,0.448954851594813
73,0.448954851594813
74,0.448954851594813
75,0.450659881432836
76,0.450659881432836
77,0.450659881432836
78,0.450659881432836
79,0.450659881432836
80,0.450659881432836
81,0.450659881432836
82,0.450659881432836
83,0.450659881432836
84,0.450659881432836
85,0.450659881432836
86,0.450659881432836
87,0.450659881432836
88,0.450659881432836
89,0.450659881432836
90,0.448102336675802
91,0.448102336675802
92,0.448102336675802
93,0.448102336675802
94,0.448954851594813
95,0.448954851594813
96,0.448954851594813
97,0.448954851594813
98,0.448954851594813
99,0.448954851594813
100,0.448954851594813
